"address","area","bedrooms","date","floors","price","title","url"
"Đường Kim Giang, ,, Xã Thanh Liệt, ,, Huyện Thanh Trì, , Hà Nội","40 m2","1 phòng ngủ","Hôm nay","1 lầu","10,3 tỷ","💚ĐẤT VUÔNG VẮN KIM GIANG- ĐƯỜNG 4m-Ô TÔ CHẠY VÒNG QUANH-gần THE MANOR CENTRAL PARK","https://alonhadat.com.vn/-dat-vuong-van-kim-giang-duong-4m-o-to-chay-vong-quanh-gan-the-manor-central-park-16308429.html"
"Đường Mỹ Đình, ,, Phường Mỹ Đình 1, ,, Quận Nam Từ Liêm, , Hà Nội","31 m2","2 phòng ngủ","Hôm nay","4 lầu","5,999 tỷ","✅ Ngôi sao MỸ ĐÌNH, DT: 30m2, 4 tầng, 5.999 T.Ỷ","https://alonhadat.com.vn/-ngoi-sao-my-dinh-dt-30m2-4-tang-5-999-t-y-16309283.html"
"Đường Trần Phú, ,, Phường Mộ Lao, ,, Quận Hà Đông, , Hà Nội","40 m2","4 phòng ngủ","Hôm nay","5 lầu","6,9 tỷ","🌟Nhà 40m2- 5 tầng thang máy- Trần Phú- 6.9 tỷ🌟","https://alonhadat.com.vn/-nha-40m2-5-tang-thang-may-tran-phu-6-9-ty--16309269.html"
"Phố Hoàng Văn Thái, ,, Phường Thanh Xuân Nam, ,, Quận Thanh Xuân, , Hà Nội","50 m2","4 phòng ngủ","Hôm nay","4 lầu","8,6 tỷ","Ngã Tư Sở - Hoàng Văn Thái - Thanh Xuân - Lô Góc - 50M x 4 Tầng Giá 8 Tỷ hơn - Tặng NThất","https://alonhadat.com.vn/nga-tu-so-hoang-van-thai-thanh-xuan-lo-goc-50m-x-4-tang-gia-8-ty-hon-tang-nthat-15495664.html"
"Đường Phú Xá, ,, Phường Phú Thượng, ,, Quận Tây Hồ, , Hà Nội","52 m2","4 phòng ngủ","Hôm nay","5 lầu","15,5 tỷ","Phân Lô - Ô Tô -  Phú Xá - Phú Thượng - Tây Hồ 55M x 5 Tầng Giá 15 Tỷ hơn , Vỉa Hè, KDoan","https://alonhadat.com.vn/hiem-phan-lo-o-to-phu-xa-phu-thuong-tay-ho-52m-x-5-tang-gia-15-ty-hon-via-he-15629329.html"
"Đường Võ Chí Công, ,, Phường Xuân La, ,, Quận Tây Hồ, , Hà Nội","35 m2","3 phòng ngủ","Hôm nay","5 lầu","5,8 tỷ","Hiếm ! Chỉ 5 Tỷ Hơn - có Nhà Lô Góc - Võ Chí Công - Tây Hồ - 35M x 4 Tầng Giá 5.8 Tỷ","https://alonhadat.com.vn/hiem-chi-5-ty-hon-co-nha-lo-goc-vo-chi-cong-tay-ho-35m-x-4-tang-gia-5-8-ty-15807541.html"
"Phố Lạc Trung, ,, Phường Vĩnh Tuy, ,, Quận Hai Bà Trưng, , Hà Nội","80 m2","5 phòng ngủ","Hôm nay","6 lầu","24,5 tỷ","Nhà phân lô Lạc Trung 80m, 6 tầng, mt 6m, oto chạy vòng quanh, giá chào 24.5tỷ","https://alonhadat.com.vn/nha-phan-lo-lac-trung-80m-6-tang-mt-6m-oto-chay-vong-quanh-gia-chao-24-5ty-16216222.html"
"Đường Minh Khai, ,, Phường Vĩnh Tuy, ,, Quận Hai Bà Trưng, , Hà Nội","100 m2","5 phòng ngủ","Hôm nay","5 lầu","28 tỷ","Nhà phân lô Minh Khai gần Time City, dt 100m, 5 tầng, mt 8m, giá 28tỷ","https://alonhadat.com.vn/nha-phan-lo-minh-khai-gan-time-city-dt-100m-5-tang-mt-8m-gia-28ty-16256256.html"
"Phố Lý Nam Đế, ,, Phường Cửa Đông, ,, Quận Hoàn Kiếm, , Hà Nội","50 m2","6 phòng ngủ","Hôm nay","7 lầu","38,5 tỷ","NHÀ ĐẸP KHU QUÂN ĐỘI LÝ NAM ĐẾ 50m, 7 tầng, mt 13.5m, giá thoả thuận.","https://alonhadat.com.vn/nha-dep-khu-quan-doi-ly-nam-de-50m-7-tang-mt-13-5m-gia-thoa-thuan--16262390.html"
"Đường Bùi Xương Trạch, ,, Phường Khương Đình, ,, Quận Thanh Xuân, , Hà Nội","46 m2","3 phòng ngủ","Hôm nay","4 lầu","8,999 tỷ","Lô góc, Ôto đỗ cửa, Nội thất cao cấp, Thiết kế đỉnh, Nhà siêu đẹp, 46m2 giá 8.99 Tỷ.","https://alonhadat.com.vn/lo-goc-oto-do-cua-noi-that-cao-cap-thiet-ke-dinh-nha-sieu-dep-46m2-gia-8-99-ty--16305733.html"
"Đường Trương Định, ,, Phường Tân Mai, ,, Quận Hoàng Mai, , Hà Nội","60 m2","4 phòng ngủ","Hôm nay","4 lầu","9,3 tỷ","NGÃ TƯ - TÂN MAI - TRƯƠNG ĐỊNH: 60M2- 4 TẦNG MỚI- 3 THOÁNG. Ô CHỜ THANG MÁY. GIÁ 9,3 TỶ.","https://alonhadat.com.vn/nga-tu-tan-mai-truong-dinh-60m2-4-tang-moi-3-thoang-gia-9-3-ty--16007375.html"
"Đường Lê Trọng Tấn, ,, Phường Dương Nội, ,, Quận Hà Đông, , Hà Nội","120 m2","4 phòng ngủ","Hôm nay","4 lầu","28,5 tỷ","Rẻ Nhất Hà Đông Giá Nào Cũng Bán Nhà Liền Kề Gleximco 120m2 x 4 Tầng MT 6m 28.5 Tỷ.","https://alonhadat.com.vn/re-nhat-ha-dong-gia-nao-cung-ban-nha-lien-ke-gleximco-120m2-x-4-tang-mt-6m-28-5-ty--16219270.html"
"Đường Lê Trọng Tấn, ,, Phường Dương Nội, ,, Quận Hà Đông, , Hà Nội","104 m2","1 phòng ngủ","Hôm nay","1 lầu","31 tỷ","SỐC TOÀN TẬP BÁN MẢNH ĐẤT VÀNG PHỐ LÊ TRỌNG TẤN VỊ TRÍ KIM CƯƠNG 104M2 CHỈ 31 TỶ","https://alonhadat.com.vn/soc-toan-tap-ban-manh-dat-vang-pho-le-trong-tan-vi-tri-kim-cuong-104m2-chi-31-ty-16287717.html"
"Đường Đỗ Đình Thiện, ,, Phường Mỹ Đình 1, ,, Quận Nam Từ Liêm, , Hà Nội","103 m2","3 phòng ngủ","Hôm nay","8 lầu","5,5 tỷ","Chính chủ bán căn hộ chung cư CT5 Mỹ Đình Sông Đà, Nam Từ Liêm,DT 103m2,","https://alonhadat.com.vn/chinh-chu-ban-can-ho-chung-cu-ct5-my-dinh-song-da-nam-tu-liem-dt-103m2--16209203.html"
"Phố Hoàng Ngân, ,, Phường Trung Hòa, ,, Quận Cầu Giấy, , Hà Nội","222 m2","35 phòng ngủ","Hôm nay","5 lầu","255 triệu / m2","ĐẦU TƯ PHẢI NHANH: NHÀ MẶT PHỐ HOÀNG NGÂN,CẦU GIẤY. DT 222M x 5 TẦNG. GIÁ CHỈ 255 TRIỆU/M2","https://alonhadat.com.vn/dau-tu-phai-nhanh-nha-mat-pho-hoang-ngan-cau-giay-dt-222m-x-5-tang-gia-chi-255-trieu-m2-15487069.html"
"Phố Hoàng Ngân, ,, Phường Trung Hòa, ,, Quận Cầu Giấy, , Hà Nội","262 m2","35 phòng ngủ","Hôm nay","5 lầu","282 triệu / m2","GIÁ ĐẦU TƯ_ĐẤT MẶT PHỐ HOÀNG NGÂN, CẦU GIẤY. DT 262M, MẶT TIỀN KHỦNG HƠN 10M. CHỈ 74 TỶ","https://alonhadat.com.vn/gia-dau-tu-dat-mat-pho-hoang-ngan-cau-giay-dt-262m-mat-tien-khung-10m-chi-300-trieu-m2-15486997.html"
"Đường Láng, ,, Phường Láng Thượng, ,, Quận Đống Đa, , Hà Nội","46 m2","4 phòng ngủ","Hôm nay","6 lầu","14,9 tỷ","BÁN NHÀ 6 TẦNG THANG MÁY_LÔ GÓC 2 MẶT TIỀN CỰC RỘNG_GARA ÔTÔ TẠI ĐỐNG ĐA, HN. GIÁ 14.9 TỶ","https://alonhadat.com.vn/ban-nha-6-tang-thang-may-lo-goc-2-mat-tien-cuc-rong-gara-oto-tai-dong-da-hn-gia-14-9-ty-16269301.html"
"Đường Thanh Am, ,, Phường Thượng Thanh, ,, Quận Long Biên, , Hà Nội","60 m2","1 phòng ngủ","Hôm nay","1 lầu","6,9 tỷ","Bán 60m đất full thổ cư phố thanh am ,long biên Hà Nội. 6,9 tỷ TL","https://alonhadat.com.vn/ban-60m-dat-full-tho-cu-pho-thanh-am-long-bien-ha-noi-6-9-ty-tl-16035862.html"
"Đường Ngô Gia Tự, ,, Phường Đức Giang, ,, Quận Long Biên, , Hà Nội","53 m2","4 phòng ngủ","Hôm nay","5 lầu","10,5 tỷ","Bán Nhà Ngô Gia Tự-Trường Lâm - Ô tô-Thang Máy-53m2-MT 4,7 -10Tỷ5","https://alonhadat.com.vn/ban-nha-ngo-gia-tu-truong-lam-o-to-thang-may-53m2-mt-4-7-10ty5-16152152.html"
"Đường Ngọc Thụy, ,, Phường Ngọc Thụy, ,, Quận Long Biên, , Hà Nội","31 m2","3 phòng ngủ","Hôm nay","5 lầu","6 tỷ","Bán Gấp Nhà Ngõ 174 Ngọc Thuỵ - 31m2-MT 3,9- 5 tầng 1tum - full nội thất -6ty","https://alonhadat.com.vn/ban-gap-nha-ngo-174-ngoc-thuy-31m2-mt-3-9-5-tang-1tum-full-noi-that-6-6ty-16151450.html"
"Phố Hoàng Cầu, ,, Phường Trung Liệt, ,, Quận Đống Đa, , Hà Nội","102 m2","3 phòng ngủ","Hôm nay","3 lầu","31,2 tỷ","bán đất tặng nhà mặt phố hoàng cầu 102m nhỉnh 30 tỷ","https://alonhadat.com.vn/ban-dat-tang-nha-mat-pho-hoang-cau-102m-nhinh-30-ty-16305257.html"
"Đường Âu Cơ, ,, Phường Nhật Tân, ,, Quận Tây Hồ, , Hà Nội","345 m2","14 phòng ngủ","Hôm nay","6 lầu","135 tỷ","Biệt Thự Đẳng cấp Hồ Tây 344m2 mặt tiền 16m.Hai mặt tiền","https://alonhadat.com.vn/biet-thu-dang-cap-ho-tay-344m2-mat-tien-16m-hai-mat-tien-16169175.html"
"Phố Ái Mộ, ,, Phường Bồ Đề, ,, Quận Long Biên, , Hà Nội","36 m2","3 phòng ngủ","Hôm nay","5 lầu","6,65 tỷ","BÁN NHÀ ÁI MỘ 36M2, 5 TẦNG, CÁCH 10M RA Ô TÔ, , FULL NỘI THẤT, GIÁ NHỈNH 6 TỶ","https://alonhadat.com.vn/ban-nha-ai-mo-36m2-5-tang-cach-10m-ra-o-to-full-noi-that-gia-nhinh-6-ty-16305146.html"
"Đường Quốc Lộ 3, ,, Xã Tiên Dương, ,, Huyện Đông Anh, , Hà Nội","170 m2","","Hôm nay","","70,5 triệu / m2","170m MẶT TIỀN 10m7 LƯƠNG NỖ - TIÊN DƯƠNG - GIÁ MỀM ĐẦU TƯ HOẶC Ở ĐỀU ĐẸP","https://alonhadat.com.vn/170m-mat-tien-10m7-luong-no-tien-duong-gia-mem-dau-tu-hoac-o-deu-dep-16240052.html"
"Đường Tây Hồ, ,, Phường Quảng An, ,, Quận Tây Hồ, , Hà Nội","193 m2","","Hôm nay","6 lầu","75 tỷ","CHÍNH CHỦ BÁN TÒA NHÀ 6 TẦNG ĐƯỜNG TÂY HỒ - QUẢNG AN, 193M2, ĐANG CHO THUÊ 250TR/THÁNG","https://alonhadat.com.vn/chinh-chu-ban-toa-nha-6-tang-duong-tay-ho-quang-an-193m2-dang-cho-thue-250tr-thang-7768603.html"
"Đường Mễ Trì Thượng, ,, Phường Mễ Trì, ,, Quận Nam Từ Liêm, , Hà Nội","66 m2","","Hôm nay","","10,5 tỷ","15 Phòng Cho Thuê, toà CHDV Mễ Trì, 66m2*7 Tầng, dòng tiền 80 Triệu/th","https://alonhadat.com.vn/15-phong-cho-thue-toa-chdv-me-tri-thuong-66m2-7-tang-dong-tien-80-trieu-th-14419678.html"
"Đường Xuân La, ,, Phường Xuân La, ,, Quận Tây Hồ, , Hà Nội","71 m2","12 phòng ngủ","Hôm nay","7 lầu","23,5 tỷ","CCMN XUÂN La-7T THANG MÁY-12 PHÒNG KHÉP KÍN-71M2*7TÔ TÔ ĐỖ SÁT NHÀ-MẶT TIỀN 7.6M-NGÕ THÔNG","https://alonhadat.com.vn/ccmn-xuan-la-7t-thang-may-12-phong-khep-kin-71m2-7to-to-do-sat-nha-mat-tien-7-6m-ngo-thong-16305281.html"
"Đường Đào Tấn, ,, Phường Liễu Giai, ,, Quận Ba Đình, , Hà Nội","117 m2","14 phòng ngủ","Hôm nay","8 lầu","38 tỷ","DUYNHẤT TOÀ APARTMENT ĐÀO TẤN- 1 NHÀ RA PHỐ-117m2-8T THANG MÁY-MẶT TIỀN 10M-DÒNG TIỀN KHỦ","https://alonhadat.com.vn/duynhat-toa-apartment-dao-tan-1-nha-ra-pho-117m2-8t-thang-may-mat-tien-10m-dong-tien-khu-16305813.html"
"Đường Lạc Long Quân, ,, Phường Nhật Tân, ,, Quận Tây Hồ, , Hà Nội","47 m2","1 phòng ngủ","Hôm nay","1 lầu","12,2 tỷ","TRUNG TÂM QUẬN UỶ TÂY HỒ-NHÀ C4- 47M2- RA Ô TÔ 5M- MT RỘNG -NGÕ TO THOÁNG-ĐI BỘ RA HỒ TÂY","https://alonhadat.com.vn/trung-tam-quan-uy-tay-ho-nha-c4-47m2-ra-o-to-5m-mt-rong-ngo-to-thoang-di-bo-ra-ho-tay-16304665.html"
"Phố Văn Cao, ,, Phường Liễu Giai, ,, Quận Ba Đình, , Hà Nội","49 m2","5 phòng ngủ","Hôm nay","5 lầu","16,3 tỷ","PHÂN LÔ VĂN CAO-Ô TÔ VÀO NHÀ-49M2*5T-MẶT TIỀN 4.6M-TRƯỚC NHÀ Ô TÔ DỪNG ĐỖ CỰC RỘNG","https://alonhadat.com.vn/phan-lo-van-cao-o-to-vao-nha-49m2-5t-mat-tien-4-6m-truoc-nha-o-to-dung-do-cuc-rong-16304552.html"
"Đường Lạc Long Quân, ,, Phường Nhật Tân, ,, Quận Tây Hồ, , Hà Nội","75 m2","3 phòng ngủ","Hôm nay","5 lầu","33 tỷ","BIỆT THỰ NGHỈ DƯỠNG-kHU LIÊN CƠ TÂY HỒ-75M2*5T-GARA  Ô TÔ-SÂN CHơI CỰC RỘNG SÁT NHÀ-2","https://alonhadat.com.vn/biet-thu-nghi-duong-khu-lien-co-tay-ho-75m2-5t-gara-o-to-san-choi-cuc-rong-sat-nha-2-16304896.html"
"Đường Mỹ Đình, ,, Phường Mỹ Đình 1, ,, Quận Nam Từ Liêm, , Hà Nội","35 m2","3 phòng ngủ","Hôm nay","6 lầu","6,68 tỷ","NHÀ ĐẸP MỸ ĐÌNH - NGÕ RỘNG 20M RA Ô TÔ - AN NINH TUYỆT ĐỐI - 35M - 6.68 TỶ (L2TL6948)","https://alonhadat.com.vn/nha-dep-my-dinh-ngo-rong-20m-ra-o-to-an-ninh-tuyet-doi-35m-6-68-ty-l2tl6948--16309095.html"
"Đường Nguyễn Văn Cừ, ,, Phường Ngọc Lâm, ,, Quận Long Biên, , Hà Nội","50 m2","5 phòng ngủ","Hôm nay","6 lầu","18 tỷ","Phố VIP Nguyễn Văn Cừ, ô tô 7 chỗ ngủ trong nhà","https://alonhadat.com.vn/pho-vip-nguyen-van-cu-o-to-7-cho-ngu-trong-nha-16309094.html"
"Đường An Xá, ,, Phường Phúc Xá, ,, Quận Ba Đình, , Hà Nội","70 m2","3 phòng ngủ","Hôm nay","2 lầu","2,75 tỷ","2.75 TỶ TT BỘ CÔNG AN - AN XÁ - BA ĐÌNH - 3PN - 70M2 -  THOÁNG Ở LUÔN","https://alonhadat.com.vn/2-75-ty-tt-bo-cong-an-an-xa-ba-dinh-3pn-70m2-thoang-o-luon-16261672.html"
"Đường Phúc Tân, ,, Phường Phúc Tân, ,, Quận Hoàn Kiếm, , Hà Nội","19 m2","3 phòng ngủ","Hôm nay","4 lầu","3,55 tỷ","3.6 Tỷ - Sổ Riêng Phân lô - Nguyễn Khiết - Hoàn Kiếm - 1 Ngoặt ra phố - 3 Gác Tận Cửa","https://alonhadat.com.vn/3-36-ty-so-rieng-phan-lo-nguyen-khiet-hoan-kiem-1-ngoat-ra-pho-3-gac-tan-cua-16305076.html"
"Phố Lạc Trung, ,, Phường Vĩnh Tuy, ,, Quận Hai Bà Trưng, , Hà Nội","45 m2","3 phòng ngủ","Hôm nay","5 lầu","14,8 tỷ","💥 5 TẦNG - THANG MÁY - PHÂN LÔ QUÂN ĐỘI - VÍP NHẤT HAI BÀ - OTO VÀO NHÀ","https://alonhadat.com.vn/-5-tang-thang-may-phan-lo-quan-doi-vip-nhat-hai-ba-oto-vao-nha-16309085.html"
"Đường Hoàng Quốc Việt, ,, Phường Nghĩa Đô, ,, Quận Cầu Giấy, , Hà Nội","60 m2","6 phòng ngủ","Hôm nay","5 lầu","10,8 tỷ","Bán Nhà Hoàng Quốc Việt Cầu Giấy - Nhà Dân Xây Gần Phố Thoáng - 60M - 5Tầng - hơn 10tỷ","https://alonhadat.com.vn/ban-nha-hoang-quoc-viet-cau-giay-nha-dan-xay-gan-pho-thoang-60m-5tang-hon-10ty-16308175.html"
"Đường Xuân La, ,, Phường Xuân La, ,, Quận Tây Hồ, , Hà Nội","110 m2","7 phòng ngủ","Hôm nay","6 lầu","43,5 tỷ","Bán Nhà Xuân La Tây Hồ - Phân Lô OTO Tránh 110M - 6Tầng - MT9M - Hơn 43 tỷ","https://alonhadat.com.vn/ban-nha-xuan-la-tay-ho-phan-lo-oto-tranh-110m-6tang-mt9m-hon-43-ty-16307878.html"
"Đường Lạc Long Quân, ,, Phường Nhật Tân, ,, Quận Tây Hồ, , Hà Nội","75 m2","4 phòng ngủ","Hôm nay","5 lầu","33 tỷ","Bán Nhà Lạc Long Quân Tây Hồ - Phân Lô Ô Tô Tránh - Lô Góc Vỉa Hè KD 75M - 5Tầng - Giá33tỷ","https://alonhadat.com.vn/ban-nha-lac-long-quan-tay-ho-phan-lo-o-to-tranh-lo-goc-via-he-kd-75m-5tang-gia33ty-16301779.html"
"Đường Hoàng Hoa Thám, ,, Phường Đội Cấn, ,, Quận Ba Đình, , Hà Nội","50 m2","4 phòng ngủ","Hôm nay","5 lầu","16,3 tỷ","Bán Nhà Hoàng Hoa Thám Ba Đình - Phân Lô OTo Tránh -Ngõ Nông Gần Phố 50M - 5Tầng - 16,3 Tỷ","https://alonhadat.com.vn/ban-nha-hoang-hoa-tham-ba-dinh-phan-lo-oto-tranh-ngo-nong-gan-pho-50m-5tang-16-3-ty-16302712.html"
"Đường Xuân La, ,, Phường Xuân La, ,, Quận Tây Hồ, , Hà Nội","88 m2","5 phòng ngủ","Hôm nay","6 lầu","34,9 tỷ","Bán Nhà Xuân La Tây Hồ - Phân Lô Ô Tô Tránh - Gara 3 OTO Thang Máy 88M - 6Tầng - Hơn 34 tỷ","https://alonhadat.com.vn/ban-nha-xuan-la-tay-ho-phan-lo-o-to-tranh-gara-3-oto-thang-may-88m-6tang-hon-34-ty-16302263.html"
"Đường Hoàng Hoa Thám, ,, Phường Đội Cấn, ,, Quận Ba Đình, , Hà Nội","53 m2","3 phòng ngủ","Hôm nay","3 lầu","7,9 tỷ","Bán Nhà Hoàng Hoa Thám Ba Đinh - Phân Lô OTO Tránh - Nhà Dân Xây 53M - 3Tâng - Giá 7,9 tỷ","https://alonhadat.com.vn/ban-nha-hoang-hoa-tham-ba-dinh-phan-lo-oto-tranh-nha-dan-xay-53m-3tang-gia-7-9-ty-16302429.html"
"Đường Đông Ngạc, ,, Phường Đông Ngạc, ,, Quận Bắc Từ Liêm, , Hà Nội","50 m2","1 phòng ngủ","Hôm nay","1 lầu","10,6 tỷ","Bán Nhà Mặt Phố Đông Ngạc Bắc Từ Liêm - Vỉa Hè Kinh Doanh 50M - Cấp4 - MT5,6m - Giá 10,6tỷ","https://alonhadat.com.vn/ban-nha-mat-pho-dong-ngac-bac-tu-liem-via-he-kinh-doanh-50m-cap4-mt5-6m-gia-10-6ty-16302540.html"
"Đường Lạc Long Quân, ,, Phường Nhật Tân, ,, Quận Tây Hồ, , Hà Nội","50 m2","7 phòng ngủ","Hôm nay","8 lầu","20,9 tỷ","Bán Nhà Lạc Long Quân Tây Hồ - OTo Thang Máy Ngõ Thông - Gần Phố 50M - 8Tâng - Hơn 20tỷ","https://alonhadat.com.vn/ban-nha-lac-long-quan-tay-ho-oto-thang-may-ngo-thong-gan-pho-50m-8tang-hon-20ty-16303073.html"
"Đường Mỹ Đình, ,, Phường Mỹ Đình 1, ,, Quận Nam Từ Liêm, , Hà Nội","31 m2","15 phòng ngủ","Hôm nay","5 lầu","6,2 tỷ","NHÀ ĐẸP MỸ ĐÌNH - CỰC HIẾM - FULL TIỆN ÍCH - 31M - 6.2 TỶ (L2TL6947)","https://alonhadat.com.vn/nha-dep-my-dinh-cuc-hiem-full-tien-ich-31m-6-2-ty-l2tl6947--16309062.html"
"Đường Đông Ngạc, ,, Phường Đông Ngạc, ,, Quận Bắc Từ Liêm, , Hà Nội","58 m2","2 phòng ngủ","Hôm nay","1 lầu","4,9 tỷ","Bán đất tặng nhà hàng xóm UBND phường ĐÔNG NGẠC, mặt ngõ 2 Ô tô tránh, 58m2, giá 4.9 tỷ","https://alonhadat.com.vn/ban-dat-tang-nha-hang-xom-ubnd-phuong-dong-ngac-mat-ngo-2-o-to-tranh-58m2-gia-4-9-ty-16309052.html"
"Đường Võ Chí Công, ,, Phường Nghĩa Đô, ,, Quận Cầu Giấy, , Hà Nội","45 m2","4 phòng ngủ","Hôm qua","6 lầu","10,9 tỷ","Nhà đẹp phố võ Chí Công 45m2 x 5 tầng, giá 10.3 tỷ Cầu Giấy, Hà Nội.Hot! uy tín","https://alonhadat.com.vn/nha-dep-pho-vo-chi-cong-45m2-x-5-tang-gia-10-3-ty-cau-giay-ha-noi-hot-uy-tin-16274823.html"
"Đường Hồ Tùng Mậu, ,, Phường Phú Diễn, ,, Quận Bắc Từ Liêm, , Hà Nội","110 m2","3 phòng ngủ","Hôm qua","","6,6 tỷ","CHỦ BÁN GẤP 3 NGỦ GOLDMARK CHỈ 6,6 TỶ","https://alonhadat.com.vn/chinh-chu-ban-gap-3-ngu-goldmark-chi-6-6-ty-16297776.html"
"Đường Cầu Vượt Phú Thị, ,, Xã Phú Thị, ,, Huyện Gia Lâm, , Hà Nội","37 m2","","Hôm qua","","3,2 tỷ","cần bán lô đất hoa hậu tại phú thị 37m đường oto vào được","https://alonhadat.com.vn/can-ban-lo-dat-hoa-hau-tai-phu-thi-37m-duong-oto-vao-duoc-16297461.html"
"Đường Kiêu Kỵ, ,, Xã Kiêu Kỵ, ,, Huyện Gia Lâm, , Hà Nội","44 m2","","Hôm qua","","3,45 tỷ","lô đất hợp lý nhất kiêu kỵ 44m đường oto vào đất","https://alonhadat.com.vn/lo-dat-hop-ly-nhat-kieu-ky-40m-cach-duong-oto-chi-mot-doan-15910241.html"
"Đường Khương Đình, ,, Phường Khương Đình, ,, Quận Thanh Xuân, , Hà Nội","44 m2","12 phòng ngủ","Hôm qua","8 lầu","9,9 tỷ","BÁN CCMN THANG XUÂN. NHÀ MỚI ĐẸP 44M2 8 TẦNG, 12 pkk, Thu 50tr/ Tháng. Giá hơn 9 tỷ.,","https://alonhadat.com.vn/ban-ccmn-thang-xuan-nha-moi-dep-44m2-8-tang-12-pkk-thu-50tr-thang-gia-hon-9-ty--16296711.html"
"Tỉnh lộ 420, ,, Xã Bình Yên, ,, Huyện Thạch Thất, , Hà Nội","71 m2","","Hôm qua","","2,5 tỷ","Mảnh đất đẹp vị trí xứng đáng để đầu tư tại Xã Bình Yên ,Huyện Thạch Thất,Hà Nội","https://alonhadat.com.vn/manh-dat-dep-vi-tri-xung-dang-de-dau-tu-tai-xa-binh-yen-huyen-thach-that-ha-noi-16293649.html"
"Tỉnh lộ 420, ,, Xã Bình Yên, ,, Huyện Thạch Thất, , Hà Nội","82 m2","","Hôm qua","","2,8 tỷ","Bán Nhanh lô 82m2 Gần đường TL420 , tại xã Bình Yên , Dân cư cực kì đông đúc","https://alonhadat.com.vn/ban-nhanh-lo-82m2-gan-duong-tl420-tai-xa-binh-yen-dan-cu-cuc-ki-dong-duc-16293810.html"
"Đường Đồng Vỡ, ,, Xã Phú Mãn, ,, Huyện Quốc Oai, , Hà Nội","467 m2","","Hôm qua","","14,88 triệu / m2","Mảnh đất làm nghỉ dưỡng,nhà vườn cực đẹp tại Phú Mãn-Quốc Oai-Hà Nội.","https://alonhadat.com.vn/manh-dat-lam-nghi-duong-nha-vuon-cuc-dep-tai-phu-man-quoc-oai-ha-noi--16257599.html"
"Xã Lại Thượng, ,, Huyện Thạch Thất, , Hà Nội","342 m2","","Hôm qua","","10,5 triệu / m2","Mảnh đất đẹp vị trí xứng đáng để đầu tư tại xã Lại Thượng ,Huyện Thạch Thất,Hà Nội","https://alonhadat.com.vn/manh-dat-dep-vi-tri-xung-dang-de-dau-tu-tai-xa-lai-thuong-huyen-thach-that-ha-noi-15970479.html"
"Xã Tân Xã, ,, Huyện Thạch Thất, , Hà Nội","210 m2","","Hôm qua","","6,5 tỷ","Bán mảnh đất Đội 5 ,Tân Xã,Thạch Thất,Hà Nội vị trí đẹp xây chung cư mini cho thuê luôn","https://alonhadat.com.vn/ban-manh-dat-o-doi-5-tan-xa-thach-that-ha-noi-vi-tri-dep-de-kinh-doanh-16205854.html"
"Đường Đồng Vỡ, ,, Xã Phú Mãn, ,, Huyện Quốc Oai, , Hà Nội","75 m2","","Hôm qua","","1,98 tỷ","Bán lô đất 75m2 100% thổ cư Đồng Vỡ , Phú Mãn, giá tốt để đầu tư,vị trí tiềm năng","https://alonhadat.com.vn/ban-lo-dat-75m2-100-tho-cu-dong-vo-phu-man-gia-tot-de-dau-tu-vi-tri-tiem-nang-16090429.html"
"Đường Hòa Thạch, ,, Xã Hòa Thạch, ,, Huyện Quốc Oai, , Hà Nội","100 m2","","Hôm qua","","2,7 tỷ","Bán lô góc đẹp nhất Hoà Thạch ,Quốc Oai,sát Villa biệt thự","https://alonhadat.com.vn/ban-lo-goc-dep-nhat-hoa-thach-quoc-oai-sat-villa-biet-thu-16205907.html"
"Xã Đồng Trúc, ,, Huyện Thạch Thất, , Hà Nội","81 m2","","Hôm qua","","3,25 tỷ","Bán mảnh đất đẹp ở Đồng Trúc,Thạch Thất,Hà Nội,rất xứng đáng để đầu tư .","https://alonhadat.com.vn/ban-manh-dat-dep-o-dong-truc-thach-that-ha-noi-rat-xung-dang-de-dau-tu--16164514.html"
"Quốc lộ 21A, ,, Xã Phú Mãn, ,, Huyện Quốc Oai, , Hà Nội","60 m2","","Hôm qua","","3,3 tỷ","Bán mảnh đất ở Phú Mãn cách Quốc lộ 21 chỉ 60m,cách đại lộ 1km , vị trí rất đẹp ạ !","https://alonhadat.com.vn/ban-manh-dat-o-phu-cat-cach-quoc-lo-21-chi-60m-cach-dai-lo-1km-vi-tri-rat-dep-a--16252883.html"
"Xã Lại Thượng, ,, Huyện Thạch Thất, , Hà Nội","100 m2","","Hôm qua","","21,5 triệu / m2","Bán mảnh đất đẹp Lại Thượng,Thạch Thất vị trí tiềm năng để đầu tư","https://alonhadat.com.vn/ban-manh-dat-dep-lai-thuong-thach-that-vi-tri-tiem-nang-de-dau-tu-15985857.html"
"Đường Ngô Quyền, ,, Phường Vạn Phúc, ,, Quận Hà Đông, , Hà Nội","62 m2","2 phòng ngủ","Hôm qua","2 lầu","300 triệu / m2","Cần bán nhà 2 tầng x 62m 300 tr/m2 lô góc, mặt phố Ngô Quyền, Hà Đông, HN.","https://alonhadat.com.vn/can-ban-nha-2-tang-x-62m-300-tr-m2-lo-goc-mat-pho-ngo-quyen-ha-dong-hn--16295725.html"
